,Sub-Metric Code OR Sub-Activity Metric Code,Activity Metric Code,Sector Code,Industry Code,Disclosure Topic Code,Accounting Metric Code,Accounting Metric Category,Accounting Metric Unit of Measure,Sub-Metric Code,Sub-Metric Unit of Measure
14934,FB-AB-130a.1b,,FB,FB-AB,FB-AB-130a,FB-AB-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-AB-130a.1b,Percentage (%)
14935,FB-AB-130a.1c,,FB,FB-AB,FB-AB-130a,FB-AB-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",FB-AB-130a.1c,Percentage (%)
14936,FB-AB-140a.1a,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1a,Thousand cubic meters (m³)
14937,FB-AB-140a.1b,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1b,Thousand cubic meters (m³)
14938,FB-AB-140a.1c,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1c,Percentage (%)
14939,FB-AB-140a.1d,,FB,FB-AB,FB-AB-140a,FB-AB-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",FB-AB-140a.1d,Percentage (%)
14940,FB-AB-140a.2a,,FB,FB-AB,FB-AB-140a,FB-AB-140a.2,Discussion and Analysis,,FB-AB-140a.2a,
14941,FB-AB-270a.1a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.1,Quantitative,Percentage (%),FB-AB-270a.1a,Percentage (%)
14942,FB-AB-270a.2a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.2,Quantitative,Number,FB-AB-270a.2a,Number
14943,FB-AB-270a.2b,,FB,FB-AB,FB-AB-270a,FB-AB-270a.2,Quantitative,Number,FB-AB-270a.2b,
14944,FB-AB-270a.3a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.3,Quantitative,Reporting currency,FB-AB-270a.3a,Reporting currency
14945,FB-AB-270a.3b,,FB,FB-AB,FB-AB-270a,FB-AB-270a.3,Quantitative,Reporting currency,FB-AB-270a.3b,
14946,FB-AB-270a.4a,,FB,FB-AB,FB-AB-270a,FB-AB-270a.4,Discussion and Analysis,,FB-AB-270a.4a,
14947,FB-AB-410a.1a,,FB,FB-AB,FB-AB-410a,FB-AB-410a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-AB-410a.1a,Metric tons (t)
14948,FB-AB-410a.1b,,FB,FB-AB,FB-AB-410a,FB-AB-410a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-AB-410a.1b,Percentage (%)
14949,FB-AB-410a.1c,,FB,FB-AB,FB-AB-410a,FB-AB-410a.1,Quantitative,"Metric tons (t), Percentage (%)",FB-AB-410a.1c,Percentage (%)
14950,FB-AB-410a.2a,,FB,FB-AB,FB-AB-410a,FB-AB-410a.2,Discussion and Analysis,,FB-AB-410a.2a,
14951,FB-AB-430a.1a,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1a,Rate
14952,FB-AB-430a.1b,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1b,Rate
14953,FB-AB-430a.1c,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1c,Rate
14954,FB-AB-430a.1d,,FB,FB-AB,FB-AB-430a,FB-AB-430a.1,Quantitative,Rate,FB-AB-430a.1d,Rate
14955,FB-AB-440a.1a,,FB,FB-AB,FB-AB-440a,FB-AB-440a.1,Quantitative,Percentage (%) by cost,FB-AB-440a.1a,Percentage (%) by cost
14956,FB-AB-440a.2a,,FB,FB-AB,FB-AB-440a,FB-AB-440a.2,Discussion and Analysis,,FB-AB-440a.2a,
17262,CG-AA-000.Aa,,CG,CG-AA,CG-AA-000.A,,Quantitative,Number,CG-AA-000.Aa,Number
17263,CG-AA-000.Ab,,CG,CG-AA,CG-AA-000.A,,Quantitative,Number,CG-AA-000.Ab,Number
17264,CG-AA-250a.1a,,CG,CG-AA,CG-AA-250a,CG-AA-250a.1,Discussion and Analysis,,CG-AA-250a.1a,
17265,CG-AA-250a.2a,,CG,CG-AA,CG-AA-250a,CG-AA-250a.2,Discussion and Analysis,,CG-AA-250a.2a,
17266,CG-AA-430a.1a,,CG,CG-AA,CG-AA-430a,CG-AA-430a.1,Quantitative,Percentage (%),CG-AA-430a.1a,Percentage (%)
17267,CG-AA-430a.1b,,CG,CG-AA,CG-AA-430a,CG-AA-430a.1,Quantitative,Percentage (%),CG-AA-430a.1b,Percentage (%)
17268,CG-AA-430a.1c,,CG,CG-AA,CG-AA-430a,CG-AA-430a.1,Quantitative,Percentage (%),CG-AA-430a.1c,
17269,CG-AA-430a.2a,,CG,CG-AA,CG-AA-430a,CG-AA-430a.2,Quantitative,Percentage (%),CG-AA-430a.2a,Percentage (%)
17270,CG-AA-430a.2b,,CG,CG-AA,CG-AA-430a,CG-AA-430a.2,Quantitative,Percentage (%),CG-AA-430a.2b,Percentage (%)
17271,CG-AA-430b.1a,,CG,CG-AA,CG-AA-430b,CG-AA-430b.1,Quantitative,Percentage (%),CG-AA-430b.1a,Percentage (%)
17272,CG-AA-430b.1b,,CG,CG-AA,CG-AA-430b,CG-AA-430b.1,Quantitative,Percentage (%),CG-AA-430b.1b,Percentage (%)
17273,CG-AA-430b.1c,,CG,CG-AA,CG-AA-430b,CG-AA-430b.1,Quantitative,Percentage (%),CG-AA-430b.1c,Percentage (%)
17274,CG-AA-430b.2a,,CG,CG-AA,CG-AA-430b,CG-AA-430b.2,Quantitative,Rate,CG-AA-430b.2a,Rate
17275,CG-AA-430b.2b,,CG,CG-AA,CG-AA-430b,CG-AA-430b.2,Quantitative,Rate,CG-AA-430b.2b,Rate
17276,CG-AA-430b.2c,,CG,CG-AA,CG-AA-430b,CG-AA-430b.2,Quantitative,Rate,CG-AA-430b.2c,
17277,CG-AA-430b.3a,,CG,CG-AA,CG-AA-430b,CG-AA-430b.3,Discussion and Analysis,,CG-AA-430b.3a,
17278,CG-AA-430b.3b,,CG,CG-AA,CG-AA-430b,CG-AA-430b.3,Discussion and Analysis,,CG-AA-430b.3b,
17279,CG-AA-440a.1a,,CG,CG-AA,CG-AA-440a,CG-AA-440a.1,Discussion and Analysis,,CG-AA-440a.1a,
17280,CG-AA-440a.2a,,CG,CG-AA,CG-AA-440a,CG-AA-440a.2,Quantitative,Percentage (%) by weight,CG-AA-440a.2a,Percentage (%) by weight
20158,CG-AM-000.Aa,,CG,CG-AM,CG-AM-000.A,,Quantitative,Number of units,CG-AM-000.Aa,Number of units
20159,CG-AM-250a.1a,,CG,CG-AM,CG-AM-250a,CG-AM-250a.1,Quantitative,Number,CG-AM-250a.1a,Number
20160,CG-AM-250a.1b,,CG,CG-AM,CG-AM-250a,CG-AM-250a.1,Quantitative,Number,CG-AM-250a.1b,Number
20161,CG-AM-250a.1c,,CG,CG-AM,CG-AM-250a,CG-AM-250a.1,Quantitative,Number,CG-AM-250a.1c,
20162,CG-AM-250a.2a,,CG,CG-AM,CG-AM-250a,CG-AM-250a.2,Discussion and Analysis,,CG-AM-250a.2a,
20163,CG-AM-250a.3a,,CG,CG-AM,CG-AM-250a,CG-AM-250a.3,Quantitative,Reporting currency,CG-AM-250a.3a,Reporting currency
20164,CG-AM-250a.3b,,CG,CG-AM,CG-AM-250a,CG-AM-250a.3,Quantitative,Reporting currency,CG-AM-250a.3b,
20165,CG-AM-410a.1a,,CG,CG-AM,CG-AM-410a,CG-AM-410a.1,Quantitative,Percentage (%) by revenue,CG-AM-410a.1a,Percentage (%) by revenue
20166,CG-AM-410a.2a,,CG,CG-AM,CG-AM-410a,CG-AM-410a.2,Quantitative,Percentage (%) by revenue,CG-AM-410a.2a,Percentage (%) by revenue
20167,CG-AM-410a.3a,,CG,CG-AM,CG-AM-410a,CG-AM-410a.3,Discussion and Analysis,,CG-AM-410a.3a,
23849,FN-AC-000.Aa,,FN,FN-AC,FN-AC-000.A,,Quantitative,Reporting currency,FN-AC-000.Aa,Reporting currency
23850,FN-AC-000.Ab,,FN,FN-AC,FN-AC-000.A,,Quantitative,Reporting currency,FN-AC-000.Ab,Reporting currency
23851,FN-AC-000.Ba,,FN,FN-AC,FN-AC-000.B,,Quantitative,Reporting currency,FN-AC-000.Ba,Reporting currency
23852,FN-AC-270a.1a,,FN,FN-AC,FN-AC-270a,FN-AC-270a.1,Quantitative,"Number, Percentage (%)",FN-AC-270a.1a,Reporting currency
23853,FN-AC-270a.1b,,FN,FN-AC,FN-AC-270a,FN-AC-270a.1,Quantitative,"Number, Percentage (%)",FN-AC-270a.1b,Percentage (%)
23854,FN-AC-270a.1c,,FN,FN-AC,FN-AC-270a,FN-AC-270a.1,Quantitative,"Number, Percentage (%)",FN-AC-270a.1c,
23855,FN-AC-270a.2a,,FN,FN-AC,FN-AC-270a,FN-AC-270a.2,Quantitative,Reporting currency,FN-AC-270a.2a,Reporting currency
23856,FN-AC-270a.2b,,FN,FN-AC,FN-AC-270a,FN-AC-270a.2,Quantitative,Reporting currency,FN-AC-270a.2b,
23857,FN-AC-270a.3a,,FN,FN-AC,FN-AC-270a,FN-AC-270a.3,Discussion and Analysis,,FN-AC-270a.3a,
23858,FN-AC-330a.1a,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1a,Percentage (%)
23859,FN-AC-330a.1aa,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1aa,Percentage (%)
23860,FN-AC-330a.1b,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1b,Percentage (%)
23861,FN-AC-330a.1bb,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1bb,Percentage (%)
23862,FN-AC-330a.1c,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1c,Percentage (%)
23863,FN-AC-330a.1cc,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1cc,Percentage (%)
23864,FN-AC-330a.1d,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1d,Percentage (%)
23865,FN-AC-330a.1dd,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1dd,Percentage (%)
23866,FN-AC-330a.1e,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1e,Percentage (%)
23867,FN-AC-330a.1ee,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1ee,Percentage (%)
23868,FN-AC-330a.1f,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1f,Percentage (%)
23869,FN-AC-330a.1ff,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1ff,Percentage (%)
23870,FN-AC-330a.1g,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1g,Percentage (%)
23871,FN-AC-330a.1gg,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1gg,Percentage (%)
23872,FN-AC-330a.1h,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1h,Percentage (%)
23873,FN-AC-330a.1hh,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1hh,Percentage (%)
23874,FN-AC-330a.1i,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1i,Percentage (%)
23875,FN-AC-330a.1ii,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1ii,Percentage (%)
23876,FN-AC-330a.1j,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1j,Percentage (%)
23877,FN-AC-330a.1jj,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1jj,Percentage (%)
23878,FN-AC-330a.1k,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1k,Percentage (%)
23879,FN-AC-330a.1kk,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1kk,
23880,FN-AC-330a.1l,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1l,Percentage (%)
23881,FN-AC-330a.1m,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1m,Percentage (%)
23882,FN-AC-330a.1n,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1n,Percentage (%)
23883,FN-AC-330a.1o,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1o,Percentage (%)
23884,FN-AC-330a.1p,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1p,Percentage (%)
23885,FN-AC-330a.1q,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1q,Percentage (%)
23886,FN-AC-330a.1r,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1r,Percentage (%)
23887,FN-AC-330a.1s,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1s,Percentage (%)
23888,FN-AC-330a.1t,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1t,Percentage (%)
23889,FN-AC-330a.1u,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1u,Percentage (%)
23890,FN-AC-330a.1v,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1v,Percentage (%)
23891,FN-AC-330a.1w,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1w,Percentage (%)
23892,FN-AC-330a.1x,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1x,Percentage (%)
23893,FN-AC-330a.1y,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1y,Percentage (%)
23894,FN-AC-330a.1z,,FN,FN-AC,FN-AC-330a,FN-AC-330a.1,Quantitative,Percentage (%),FN-AC-330a.1z,Percentage (%)
23895,FN-AC-410a.1a,,FN,FN-AC,FN-AC-410a,FN-AC-410a.1,Quantitative,Reporting currency,FN-AC-410a.1a,Percentage (%) in reporting currency
23896,FN-AC-410a.1b,,FN,FN-AC,FN-AC-410a,FN-AC-410a.1,Quantitative,Reporting currency,FN-AC-410a.1b,Percentage (%) in reporting currency
23897,FN-AC-410a.1c,,FN,FN-AC,FN-AC-410a,FN-AC-410a.1,Quantitative,Reporting currency,FN-AC-410a.1c,Percentage (%) in reporting currency
23898,FN-AC-410a.2a,,FN,FN-AC,FN-AC-410a,FN-AC-410a.2,Discussion and Analysis,,FN-AC-410a.2a,
23899,FN-AC-410a.3a,,FN,FN-AC,FN-AC-410a,FN-AC-410a.3,Discussion and Analysis,,FN-AC-410a.3a,
23900,FN-AC-510a.1a,,FN,FN-AC,FN-AC-510a,FN-AC-510a.1,Quantitative,Reporting currency,FN-AC-510a.1a,Reporting currency
23901,FN-AC-510a.1b,,FN,FN-AC,FN-AC-510a,FN-AC-510a.1,Quantitative,Reporting currency,FN-AC-510a.1b,
23902,FN-AC-510a.2a,,FN,FN-AC,FN-AC-510a,FN-AC-510a.2,Discussion and Analysis,,FN-AC-510a.2a,
23903,FN-AC-550a.1a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1a,Percentage (%)
23904,FN-AC-550a.1b,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1b,Percentage (%)
23905,FN-AC-550a.1c,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1c,Percentage (%)
23906,FN-AC-550a.1d,,FN,FN-AC,FN-AC-550a,FN-AC-550a.1,Quantitative,Percentage (%),FN-AC-550a.1d,Percentage (%)
23907,FN-AC-550a.2a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.2,Discussion and Analysis,,FN-AC-550a.2a,
23908,FN-AC-550a.3a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.3,Quantitative,Reporting currency,FN-AC-550a.3a,Reporting currency
23909,FN-AC-550a.4a,,FN,FN-AC,FN-AC-550a,FN-AC-550a.4,Quantitative,Reporting currency,FN-AC-550a.4a,Reporting currency
28590,TR-AP-000.Aa,,TR,TR-AP,TR-AP-000.A,,Quantitative,Number,TR-AP-000.Aa,Number
28591,TR-AP-000.Ba,,TR,TR-AP,TR-AP-000.B,,Quantitative,Metric tons (t),TR-AP-000.Ba,Metric tons (t)
28592,TR-AP-000.Ca,,TR,TR-AP,TR-AP-000.C,,Quantitative,Square meters (m²),TR-AP-000.Ca,Square meters (m²)
28593,TR-AP-130a.1a,,TR,TR-AP,TR-AP-130a,TR-AP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AP-130a.1a,Gigajoules (GJ)
28594,TR-AP-130a.1b,,TR,TR-AP,TR-AP-130a,TR-AP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AP-130a.1b,Percentage (%)
28595,TR-AP-130a.1c,,TR,TR-AP,TR-AP-130a,TR-AP-130a.1,Quantitative,"Gigajoules (GJ), Percentage (%)",TR-AP-130a.1c,Percentage (%)
28596,TR-AP-150a.1a,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1a,Metric tons (t)
28597,TR-AP-150a.1b,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1b,Percentage (%)
28598,TR-AP-150a.1c,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1c,Percentage (%)
28599,TR-AP-150a.1d,,TR,TR-AP,TR-AP-150a,TR-AP-150a.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AP-150a.1d,
28600,TR-AP-250a.1a,,TR,TR-AP,TR-AP-250a,TR-AP-250a.1,Quantitative,Number,TR-AP-250a.1a,Number
28601,TR-AP-250a.1b,,TR,TR-AP,TR-AP-250a,TR-AP-250a.1,Quantitative,Number,TR-AP-250a.1b,Number
28602,TR-AP-250a.1c,,TR,TR-AP,TR-AP-250a,TR-AP-250a.1,Quantitative,Number,TR-AP-250a.1c,
28603,TR-AP-410a.1a,,TR,TR-AP,TR-AP-410a,TR-AP-410a.1,Quantitative,Reporting currency,TR-AP-410a.1a,Reporting currency
28604,TR-AP-440a.1a,,TR,TR-AP,TR-AP-440a,TR-AP-440a.1,Discussion and Analysis,,TR-AP-440a.1a,
28605,TR-AP-440b.1a,,TR,TR-AP,TR-AP-440b,TR-AP-440b.1,Quantitative,Percentage (%),TR-AP-440b.1a,Percentage (%)
28606,TR-AP-440b.2a,,TR,TR-AP,TR-AP-440b,TR-AP-440b.2,Quantitative,Percentage (%),TR-AP-440b.2a,Percentage (%)
28607,TR-AP-440b.2b,,TR,TR-AP,TR-AP-440b,TR-AP-440b.2,Quantitative,Percentage (%),TR-AP-440b.2b,
28608,TR-AP-520a.1a,,TR,TR-AP,TR-AP-520a,TR-AP-520a.1,Quantitative,Reporting currency,TR-AP-520a.1a,Reporting currency
28609,TR-AP-520a.1b,,TR,TR-AP,TR-AP-520a,TR-AP-520a.1,Quantitative,Reporting currency,TR-AP-520a.1b,
31487,TR-AU-000.Aa,,TR,TR-AU,TR-AU-000.A,,Quantitative,Number,TR-AU-000.Aa,Number
31488,TR-AU-000.Ba,,TR,TR-AU,TR-AU-000.B,,Quantitative,Number,TR-AU-000.Ba,Number
31489,TR-AU-250a.1a,,TR,TR-AU,TR-AU-250a,TR-AU-250a.1,Quantitative,Percentage (%),TR-AU-250a.1a,Percentage (%)
31490,TR-AU-250a.2a,,TR,TR-AU,TR-AU-250a,TR-AU-250a.2,Quantitative,"Number, Percentage (%)",TR-AU-250a.2a,Number
31491,TR-AU-250a.2b,,TR,TR-AU,TR-AU-250a,TR-AU-250a.2,Quantitative,"Number, Percentage (%)",TR-AU-250a.2b,Percentage (%)
31492,TR-AU-250a.3a,,TR,TR-AU,TR-AU-250a,TR-AU-250a.3,Quantitative,Number,TR-AU-250a.3a,Number
31493,TR-AU-250a.3b,,TR,TR-AU,TR-AU-250a,TR-AU-250a.3,Quantitative,Number,TR-AU-250a.3b,
31494,TR-AU-310a.1a,,TR,TR-AU,TR-AU-310a,TR-AU-310a.1,Quantitative,Percentage (%),TR-AU-310a.1a,Percentage (%)
31495,TR-AU-310a.2a,,TR,TR-AU,TR-AU-310a,TR-AU-310a.2,Quantitative,"Number, Days idle",TR-AU-310a.2a,Number
31496,TR-AU-310a.2b,,TR,TR-AU,TR-AU-310a,TR-AU-310a.2,Quantitative,"Number, Days idle",TR-AU-310a.2b,Days idle
31497,TR-AU-310a.2c,,TR,TR-AU,TR-AU-310a,TR-AU-310a.2,Quantitative,"Number, Days idle",TR-AU-310a.2c,
31498,TR-AU-410a.1a,,TR,TR-AU,TR-AU-410a,TR-AU-410a.1,Quantitative,"Mpg, L/km, gCO₂/km, km/L",TR-AU-410a.1a,"Mpg, L/km, gCO₂/km, km/L"
31499,TR-AU-410a.2a,,TR,TR-AU,TR-AU-410a,TR-AU-410a.2,Quantitative,Number,TR-AU-410a.2a,Number
31500,TR-AU-410a.2b,,TR,TR-AU,TR-AU-410a,TR-AU-410a.2,Quantitative,Number,TR-AU-410a.2b,Number
31501,TR-AU-410a.2c,,TR,TR-AU,TR-AU-410a,TR-AU-410a.2,Quantitative,Number,TR-AU-410a.2c,Number
31502,TR-AU-410a.3a,,TR,TR-AU,TR-AU-410a,TR-AU-410a.3,Discussion and Analysis,,TR-AU-410a.3a,
31503,TR-AU-440a.1a,,TR,TR-AU,TR-AU-440a,TR-AU-440a.1,Discussion and Analysis,,TR-AU-440a.1a,
31504,TR-AU-440b.1a,,TR,TR-AU,TR-AU-440b,TR-AU-440b.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AU-440b.1a,Metric tons (t)
31505,TR-AU-440b.1b,,TR,TR-AU,TR-AU-440b,TR-AU-440b.1,Quantitative,"Metric tons (t), Percentage (%)",TR-AU-440b.1b,Percentage (%)
31506,TR-AU-440b.2a,,TR,TR-AU,TR-AU-440b,TR-AU-440b.2,Quantitative,"Metric tons (t), Percentage (%)",TR-AU-440b.2a,Metric tons (t)
31507,TR-AU-440b.2b,,TR,TR-AU,TR-AU-440b,TR-AU-440b.2,Quantitative,"Metric tons (t), Percentage (%)",TR-AU-440b.2b,Percentage (%)
31508,TR-AU-440b.3a,,TR,TR-AU,TR-AU-440b,TR-AU-440b.3,Quantitative,Percentage (%) by sales-weighted metric tons (t),TR-AU-440b.3a,Percentage (%) by sales-weighted metric tons (t)
31509,TR-AU-440b.3b,,TR,TR-AU,TR-AU-440b,TR-AU-440b.3,Quantitative,Percentage (%) by sales-weighted metric tons (t),TR-AU-440b.3b,
33361,RR-BI-000.Aa,,RR,RR-BI,RR-BI-000.A,,Quantitative,Millions of gallons (Mgal),RR-BI-000.Aa,Millions of gallons (Mgal)
33362,RR-BI-000.Ba,,RR,RR-BI,RR-BI-000.B,,Quantitative,Millions of gallons (Mgal),RR-BI-000.Ba,Millions of gallons (Mgal)
33363,RR-BI-000.Bb,,RR,RR-BI,RR-BI-000.B,,Quantitative,Millions of gallons (Mgal),RR-BI-000.Bb,Millions of gallons (Mgal)
33364,RR-BI-000.Bc,,RR,RR-BI,RR-BI-000.B,,Quantitative,Millions of gallons (Mgal),RR-BI-000.Bc,Millions of gallons (Mgal)
33365,RR-BI-000.Bd,,RR,RR-BI,RR-BI-000.B,,Quantitative,Millions of gallons (Mgal),RR-BI-000.Bd,Millions of gallons (Mgal)
33366,RR-BI-000.Ca,,RR,RR-BI,RR-BI-000.C,,Quantitative,Metric tons (t),RR-BI-000.Ca,Metric tones (t)
33367,RR-BI-120a.1a,,RR,RR-BI,RR-BI-120a,RR-BI-120a.1,Quantitative,Metric tons (t),RR-BI-120a.1a,Metric tons (t)
33368,RR-BI-120a.1b,,RR,RR-BI,RR-BI-120a,RR-BI-120a.1,Quantitative,Metric tons (t),RR-BI-120a.1b,Metric tons (t)
33369,RR-BI-120a.1c,,RR,RR-BI,RR-BI-120a,RR-BI-120a.1,Quantitative,Metric tons (t),RR-BI-120a.1c,Metric tons (t)
33370,RR-BI-120a.1d,,RR,RR-BI,RR-BI-120a,RR-BI-120a.1,Quantitative,Metric tons (t),RR-BI-120a.1d,Metric tons (t)
33371,RR-BI-120a.1e,,RR,RR-BI,RR-BI-120a,RR-BI-120a.1,Quantitative,Metric tons (t),RR-BI-120a.1e,Metric tons (t)
33372,RR-BI-120a.2a,,RR,RR-BI,RR-BI-120a,RR-BI-120a.2,Quantitative,Number,RR-BI-120a.2a,Number
33373,RR-BI-140a.1a,,RR,RR-BI,RR-BI-140a,RR-BI-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RR-BI-140a.1a,Thousand cubic meters (m³)
33374,RR-BI-140a.1b,,RR,RR-BI,RR-BI-140a,RR-BI-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RR-BI-140a.1b,Thousand cubic meters (m³)
33375,RR-BI-140a.1c,,RR,RR-BI,RR-BI-140a,RR-BI-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RR-BI-140a.1c,Percentage (%)
33376,RR-BI-140a.1d,,RR,RR-BI,RR-BI-140a,RR-BI-140a.1,Quantitative,"Thousand cubic meters (m³), Percentage (%)",RR-BI-140a.1d,Percentage (%)
33377,RR-BI-140a.2a,,RR,RR-BI,RR-BI-140a,RR-BI-140a.2,Discussion and Analysis,,RR-BI-140a.2a,
33378,RR-BI-140a.3a,,RR,RR-BI,RR-BI-140a,RR-BI-140a.3,Quantitative,Number,RR-BI-140a.3a,Number
33379,RR-BI-140a.3b,,RR,RR-BI,RR-BI-140a,RR-BI-140a.3,Quantitative,Number,RR-BI-140a.3b,Number
33380,RR-BI-140a.3c,,RR,RR-BI,RR-BI-140a,RR-BI-140a.3,Quantitative,Number,RR-BI-140a.3c,Number
33381,RR-BI-410a.1a,,RR,RR-BI,RR-BI-410a,RR-BI-410a.1,Quantitative,Grams of CO₂-e per megajoule (MJ),RR-BI-410a.1a,Grams of CO2-e per megajoule (MJ)
33382,RR-BI-410a.1b,,RR,RR-BI,RR-BI-410a,RR-BI-410a.1,Quantitative,Grams of CO₂-e per megajoule (MJ),RR-BI-410a.1b,Grams of CO2-e per megajoule (MJ)
